iter	RMSE
115	0.1336729511
116	0.1332439696
117	0.1329981264
118	0.1325290645
119	0.1323249296
120	0.132009144
121	0.1317236197
122	0.1312906308
123	0.1310342647
124	0.130666762
125	0.1303238413
126	0.1301482174
127	0.1299376612
128	0.129821009
129	0.1293963955
130	0.1291741838
131	0.1289570825
132	0.1288681546
133	0.1286272615
134	0.1282314718
135	0.1279974017
136	0.127835886
137	0.1277146968
138	0.1273997286
139	0.1271016528
140	0.1267671588
141	0.1265741224
142	0.1263450427
143	0.1261441678
144	0.1258860503
145	0.1256680702
146	0.1253558611
147	0.1250911458
148	0.1247940994
149	0.1246498891
150	0.1242401819
151	0.1240528434
152	0.1239869658
153	0.1236836481
154	0.123411842
155	0.1232417704
156	0.1229560619
157	0.1227023363
158	0.1225112247
159	0.1224162979
160	0.1221401267
161	0.1218574362
162	0.1217524912
163	0.1214992932
164	0.1213131245
165	0.1209432
166	0.1207268455
167	0.1204856979
168	0.1203204048
169	0.1199984436
170	0.1198233194
171	0.1196992965
172	0.1195192808
173	0.1192268483
174	0.1191979564
175	0.1189494547
176	0.1186647145
177	0.1183704727
178	0.1180031915
179	0.1177564881
180	0.117631515
181	0.1174162169
182	0.1171543329
183	0.1169139205
184	0.1166543038
185	0.1164607542
186	0.1162109192
187	0.1160285019
188	0.1157710289
189	0.1156326236
190	0.1155883268
191	0.1153935154
192	0.1151935041
193	0.1149745522
194	0.1147446169
195	0.1146461206
196	0.1144371802
197	0.1143910018
198	0.1141579313
199	0.1139466152
200	0.1138084723
201	0.1135988736
202	0.1134636521
203	0.1134008188
204	0.1133288487
205	0.1132527732
206	0.1130224359
207	0.112882384
208	0.1126548523
209	0.1124706999
210	0.1123077261
211	0.1120858887
212	0.1119533957
213	0.1118441969
214	0.1117098336
215	0.1115703663
216	0.1115047369
217	0.1113239928
218	0.1111600637
219	0.11109644
220	0.1109613933
221	0.1108185796
222	0.1106612168
223	0.1105005991
224	0.1103734991
225	0.11026154
226	0.1101453859
227	0.110055442
228	0.1098187614
229	0.1097660741
230	0.1096324684
231	0.1094965995
232	0.1092203624
233	0.10900479
234	0.1088327087
235	0.1087793379
236	0.108632249
237	0.1084726425
238	0.1083743866
239	0.1083510709
240	0.1082288486
241	0.1081568979
242	0.1079427674
243	0.1077457523
244	0.1075449596
245	0.1074625301
246	0.1072757631
247	0.1072228058
248	0.1071934041
249	0.1071141475
250	0.106950374
251	0.1068895131
252	0.1067606105
253	0.1066057085
254	0.106560785
255	0.1065206059
256	0.1063757534
257	0.106196645
258	0.1060796352
259	0.1059409896
260	0.105926505
261	0.1058222881
262	0.1058031285
263	0.1056774126
264	0.1056548564
265	0.1055237941
266	0.1053989214
267	0.1052606247
268	0.1051114174
269	0.105081856
270	0.1050750377
271	0.1050244074
272	0.1048163535
273	0.1047134318
274	0.1045616668
275	0.1044873003
276	0.1044282769
277	0.1041902117
278	0.1041414471
279	0.1040072608
280	0.1038729452
281	0.1038461664
282	0.1038183669
283	0.1038047847
284	0.103680885
285	0.1035122875
286	0.1033270941
287	0.1032290971
288	0.1031250762
289	0.1030383694
290	0.1028889304
291	0.1027622472
292	0.1026130363
293	0.1024846863
294	0.102407396
295	0.1022455957
296	0.1021638349
297	0.1021051675
298	0.1020421003
299	0.1019934805
300	0.1018354008
301	0.1016929834
302	0.1016806504
303	0.1015917661
304	0.1015854257
305	0.1014027877
306	0.1013492298
307	0.1012187672
308	0.1012134927
309	0.1010527714
310	0.1010328751
311	0.100880674
312	0.1007730789
313	0.1006712076
314	0.1005720031
315	0.1004422046
316	0.1003782688
317	0.1002651361
318	0.1002580992
319	0.1001788363
320	0.1001178641
321	0.1000890258
322	0.1000329123
323	0.1000225544
324	0.09993161184
325	0.0997868568
326	0.09968541857
327	0.09954637529
328	0.09947947719
329	0.09932225346
330	0.09930986595
331	0.09922587543
332	0.09909504476
333	0.09900740122
334	0.09899467967
335	0.09887431565
336	0.09876548787
337	0.0987583419
338	0.09861523235
339	0.09849466228
340	0.09842940758
341	0.09822745933
342	0.09805853263
343	0.09792309235
344	0.09788842288
345	0.09773291794
346	0.09756948435
347	0.09754596683
348	0.09750418313
349	0.09730335978
350	0.09724947167
351	0.09715375581
352	0.09709803942
353	0.09697698984
354	0.09688524994
355	0.09682642013
356	0.09674480157
357	0.09667766322
358	0.09654365923
359	0.09653244132
360	0.09644291449
361	0.09634519544
362	0.09633639928
363	0.0962167162
364	0.09620236863
365	0.09613167207
366	0.09612689838
367	0.09610112866
368	0.09597642848
369	0.09583834982
370	0.09580526911
371	0.09575597638
372	0.09567913484
373	0.09565146478
374	0.09556698318
375	0.09549836221
376	0.09536054188
377	0.0952316733
378	0.09516133468
379	0.09507267008
380	0.09493305359
381	0.09490966279
382	0.0947865639
383	0.09469701353
384	0.09460885953
385	0.09445503314
386	0.09435132749
387	0.09422852869
388	0.0941496428
389	0.09410789079
390	0.0940499222
391	0.09393724988
392	0.09385136833
393	0.09367950744
394	0.09358720307
395	0.09347220987
396	0.09340135678
397	0.0933887332
398	0.09324512405
399	0.09311260221
400	0.0930651285
401	0.09290478827
402	0.0928473704
403	0.09284302926
404	0.09270381182
405	0.09258492929
406	0.09254893926
407	0.09243381379
408	0.09239096472
409	0.09232036636
410	0.09222875789
411	0.09215146965
412	0.09201983404
413	0.09191550776
414	0.09185611597
415	0.0917315517
416	0.09166118153
417	0.09158812018
418	0.09146978591
419	0.09139853677
420	0.09128962593
421	0.09121075545
422	0.09109954922
423	0.09104475164
424	0.0909844443
425	0.09088184874
426	0.09087168267
427	0.0907374725
428	0.09065348053
429	0.09062389973
430	0.09053154068
431	0.09042943782
432	0.0903692593
433	0.09026256786
434	0.09018211891
435	0.09013275139
436	0.09004445412
437	0.08997319035
438	0.0898970097
439	0.0898501476
440	0.08977251984
441	0.08971882873
442	0.0896425274
443	0.08958083282
444	0.08951272171
445	0.08950539219
446	0.08943110096
447	0.08933903854
448	0.08926450422
449	0.08915953736
450	0.08904074268
451	0.0889865151
452	0.08892460762
453	0.08880417146
454	0.08876275511
455	0.08863614192
456	0.0885568746
457	0.08846885469
458	0.08841973818
459	0.08833904624
460	0.08833534589
461	0.08831401436
462	0.08827638386
463	0.08821327236
464	0.08815614602
465	0.08815296663
466	0.08806400473
467	0.08806028607
468	0.08795573793
469	0.08784692982
470	0.08779847027
471	0.0876948662
472	0.08766871604
473	0.08757614671
474	0.08748887252
475	0.08740601014
476	0.08735838468
477	0.08727734108
478	0.08717864622
479	0.08715542834
480	0.08707404045
481	0.0869936107
482	0.08695467226
483	0.08695084208
484	0.08689901794
485	0.08684452104
486	0.08680233944
487	0.08674802891
488	0.08670186233
489	0.08668403566
490	0.08662992743
491	0.08653691996
492	0.08650264448
493	0.08641575056
494	0.08635421416
495	0.08628888752
496	0.08621659242
497	0.08615028855
498	0.0860828826
499	0.08606216951
500	0.08599113367
501	0.08591199423
502	0.08587773092
503	0.08585491837
504	0.08575663986
505	0.08565869316
506	0.08563911202
507	0.08556346851
508	0.08552623584
509	0.0854301753
510	0.08542207942
511	0.08535605285
512	0.08532641003
513	0.08528051341
514	0.08520884321
515	0.08520563938
516	0.08513013027
517	0.08506992716
518	0.08499747462
519	0.08492988279
520	0.08487126519
521	0.08479582606
522	0.08471779537
523	0.08462358431
524	0.08456094956
525	0.08452996152
526	0.08450894647
527	0.08445282171
528	0.08438701251
529	0.08431628559
530	0.08425443608
531	0.08417873777
532	0.08413708909
533	0.08401715753
534	0.08396322718
535	0.08390514043
536	0.08380912508
537	0.08377674372
538	0.0837006536
539	0.08363348924
540	0.08354383471
541	0.08341390088
542	0.08330957443
543	0.08330427402
544	0.08325239161
545	0.08316201178
546	0.08310722862
547	0.08307106356
548	0.08301528778
549	0.08293243788
550	0.08287494252
551	0.0828084729
552	0.08272091111
553	0.08267513535
554	0.08262122143
555	0.08257643014
556	0.08246411868
557	0.0824599952
558	0.08238047405
559	0.08234417863
560	0.08229973636
561	0.08228380166
562	0.08226316735
563	0.08217773454
564	0.08214556817
565	0.0820942722
566	0.08201360286
567	0.08196081406
568	0.08188893528
569	0.08186424432
570	0.08185450022
571	0.08178380449
572	0.08173632116
573	0.0816420268
574	0.08159542181
575	0.08149332502
576	0.08140047754
577	0.08133854265
578	0.08130235536
579	0.08127312787
580	0.08118498754
581	0.08111355675
582	0.0810803565
583	0.08101375151
584	0.08094889906
585	0.08094459653
586	0.08088181829
587	0.08086833941
588	0.08085264868
589	0.0807711175
590	0.08069967604
591	0.08060104453
592	0.08054002078
593	0.08049190163
594	0.08045133632
595	0.08043199187
596	0.08040304645
597	0.08032021828
598	0.08031070464
599	0.08024687205
600	0.0801923894
601	0.08014540056
602	0.0800679637
603	0.07999284358
604	0.07995823349
605	0.07993925515
606	0.07987801165
607	0.07979532462
608	0.07973896872
609	0.07971712657
610	0.0797014421
611	0.07969561386
612	0.0796171527
613	0.07956156069
614	0.07952645578
615	0.07947164241
616	0.07938789263
617	0.07931632049
618	0.07924561951
619	0.07923890624
620	0.07911747715
621	0.07904314421
622	0.07900967887
623	0.07892024743
624	0.07882401097
625	0.07878711418
626	0.07872822665
627	0.07866962981
628	0.07860796206
629	0.07855959804
630	0.07851065527
631	0.07845443516
632	0.07841356531
633	0.0783183977
634	0.07831384373
635	0.07823916195
636	0.07823666352
637	0.07822881228
638	0.078162748
639	0.07810334386
640	0.07805666476
641	0.07802507494
642	0.07795715659
643	0.07793878463
644	0.07787488376
645	0.07781391877
646	0.07775764918
647	0.0776856661
648	0.07763772885
649	0.07760556726
650	0.07757053404
651	0.07751587314
652	0.07751025799
653	0.07748990499
654	0.07743729418
655	0.07738325078
656	0.07737191378
657	0.07733346015
658	0.07728114342
659	0.07722490263
660	0.07721196864
661	0.07715160382
662	0.07707495326
663	0.07697788915
664	0.0769118324
665	0.07682590674
666	0.07680909511
667	0.07675569521
668	0.07666783755
669	0.07664829797
670	0.0765567809
671	0.07650831862
672	0.07647689065
673	0.07637993264
674	0.07632545577
675	0.0762678148
676	0.07620622962
677	0.07611949235
678	0.07607198563
679	0.07598729627
680	0.07592441615
681	0.07585831535
682	0.07580359158
683	0.07577271622
684	0.0757692185
685	0.07570649663
686	0.07570162247
687	0.07569794396
688	0.07561425672
689	0.07558700841
690	0.07552141873
691	0.07545270874
692	0.07544924445
693	0.07541192768
694	0.07537911735
695	0.07533379315
696	0.07527975798
697	0.07523733903
698	0.07512863745
699	0.07506951888
700	0.07502478054
701	0.07497423334
702	0.0749053267
703	0.07483863729
704	0.07479269819
705	0.07476447889
706	0.07471987092
707	0.07471639627
708	0.07469836523
709	0.07463389098
710	0.07461159
711	0.07455809527
712	0.0745079205
713	0.07445526609
714	0.07438442215
715	0.07433361163
716	0.07429579625
717	0.07428343994
718	0.0742740047
719	0.07422985534
720	0.07417441443
721	0.07413258918
722	0.0740435984
723	0.07399707471
724	0.07393434174
725	0.07389706323
726	0.07384629549
727	0.07379354556
728	0.07376908219
729	0.07371888617
730	0.07365075969
731	0.07360722727
732	0.07357503813
733	0.07352119254
734	0.07349209425
735	0.07344441022
736	0.0733891359
737	0.07336533794
738	0.07328175693
739	0.07322977468
740	0.07322544811
741	0.07318784
742	0.07312375073
743	0.07309569261
744	0.07307315378
745	0.07301796661
746	0.0729630901
747	0.07291971142
748	0.07289703396
749	0.07281592321
750	0.07277799872
751	0.07269615876
752	0.07263738268
753	0.07258626988
754	0.0725291196
755	0.07252607464
756	0.07250672746
757	0.07245699023
758	0.07239400766
759	0.07231722333
760	0.07228338108
761	0.07225612131
762	0.07225427082
763	0.07218676517
764	0.07217081312
765	0.0721488445
766	0.07207583668
767	0.07203362753
768	0.07197914143
769	0.07192130363
770	0.07187964515
771	0.07184709372
772	0.07180934139
773	0.07174636259
774	0.07166650319
775	0.07166456539
776	0.07158414322
777	0.0715298675
778	0.07150003215
779	0.07148283086
780	0.07148082706
781	0.071431548
782	0.07139879939
783	0.0713734677
784	0.07134560933
785	0.07128908473
786	0.07125376465
787	0.07123954321
788	0.07121825894
789	0.07121548117
790	0.07117631435
791	0.07113907418
792	0.0711302766
793	0.07108540987
794	0.07102184933
795	0.07096144253
796	0.07090710479
797	0.0708389866
798	0.07077956406
799	0.0707767802
800	0.07072394952
801	0.07067458305
802	0.07063613064
803	0.07058859451
804	0.07055977433
805	0.07053012991
806	0.07048267489
807	0.07045528065
808	0.07039329488
809	0.070350164
810	0.07031146538
811	0.07028651459
812	0.07025704664
813	0.07019329347
814	0.07019176136
815	0.07018904469
816	0.07015325819
817	0.07015057641
818	0.07009068204
819	0.07002168014
820	0.06998969222
821	0.06998134348
822	0.06996552444
823	0.06996079398
824	0.06991270638
825	0.06984694432
826	0.0698034109
827	0.06976052509
828	0.06972918214
829	0.06967763182
830	0.06960710297
831	0.0695704661
832	0.06951573036
833	0.06947352807
834	0.06943256537
835	0.0693719079
836	0.06931663968
837	0.0692786861
838	0.06921647523
839	0.06914498154
840	0.06910613826
841	0.06907197316
842	0.06901966655
843	0.06900667235
844	0.06894898803
845	0.06888446473
846	0.06883456857
847	0.06883279624
848	0.06876800258
849	0.06874906253
850	0.0686853397
851	0.06864638921
852	0.0685951651
853	0.06857528485
854	0.0685360334
855	0.06849737263
856	0.06842363118
857	0.06842189599
858	0.06837053742
859	0.06836869346
860	0.06834769257
861	0.06829233467
862	0.06825916255
863	0.06818723286
864	0.06818565294
865	0.06816196965
866	0.06811576414
867	0.06806740685
868	0.0680217242
869	0.06799178068
870	0.0679483322
871	0.06790572316
872	0.06790406013
873	0.06785616335
874	0.06780799845
875	0.06778276996
876	0.06774124794
877	0.06770991187
878	0.06769865119
879	0.06766815506
880	0.06763256367
881	0.06758376318
882	0.06752908168
883	0.06749050183
884	0.06743778304
885	0.0673919782
886	0.06739054199
887	0.06734027298
888	0.0672999368
889	0.06723715514
890	0.06721633384
891	0.06718279442
892	0.06713801396
893	0.06709337533
894	0.06708228698
895	0.06705559896
896	0.06704405708
897	0.06700766817
898	0.06697146465
899	0.06692393699
900	0.06692162134
901	0.06688508148
902	0.0668835255
903	0.06684526282
904	0.06683873865
905	0.06678626061
906	0.06675716979
907	0.06674095882
908	0.06669236161
909	0.06666101355
910	0.06660364265
911	0.06654804998
912	0.0665105399
913	0.06645123909
914	0.06636914521
915	0.06634316024
916	0.06629617927
917	0.0662566706
918	0.06625464262
919	0.06625271502
920	0.06622366749
921	0.06617739227
922	0.0661520025
923	0.06609005805
924	0.06600850143
925	0.06598352866
926	0.06597479403
927	0.06593728488
928	0.06590107316
929	0.06583906236
930	0.06580106143
931	0.06573815179
932	0.06573694859
933	0.06569546831
934	0.06569390563
935	0.06565810254
936	0.06564459227
937	0.0656178887
938	0.06561166301
939	0.06557484109
940	0.06551180555
941	0.0654737514
942	0.06545385774
943	0.06540262003
944	0.06534886732
945	0.06530550449
946	0.06527943062
947	0.06525527362
948	0.06520303607
949	0.0651602546
